Feature1,Feature2,Feature3,Feature4,Feature5,Date,Bank_Name,Class,Age,Age_Group,Transaction_ID,Amount,Status
669.4700039,325.8440908,574.2286143,292.4029007,402.2728139,04-01-2019,Bank E,0,63,55-64,,,
764.6625552,243.9325638,838.8460158,375.8828537,532.1699609,07-10-2020,Bank D,0,38,35-44,,,
941.9604876,681.2556302,645.6041128,711.6077276,918.1113388,28-04-2019,Bank B,0,57,55-64,,,
248.5137092,613.2412058,400.3938544,11.85529321,125.3008964,30-05-2021,Bank A,0,37,35-44,,,
324.9918953,564.9999712,881.4747767,791.1141182,553.3336724,18-06-2023,Bank B,0,51,45-54,,,
73.87041791,285.9062904,366.7086479,621.7171852,64.92362298,18-05-2020,Bank E,0,25,25-34,,,
530.1935545,901.4645761,705.4326957,797.0768066,681.6756484,04-08-2021,Bank B,0,49,45-54,,,
206.5891122,110.4838201,829.490673,695.504436,575.0615588,27-07-2020,Bank D,0,69,65+,,,
189.282865,603.3449653,31.32178522,118.8391344,311.8901498,04-01-2023,Bank A,0,47,45-54,,,
443.7382774,120.5644958,119.9401839,725.8936606,569.7194065,13-07-2019,Bank D,0,46,45-54,,,
533.7419808,452.4344951,976.5431063,49.80028289,180.6271762,26-04-2021,Bank A,0,22,18-24,,,
647.5077574,136.3656539,589.380938,567.7612255,971.0051836,15-12-2020,Bank E,0,47,45-54,,,
883.386487,945.5533438,113.6023695,868.1484373,129.0906617,16-11-2022,Bank A,1,29,25-34,,,
632.9321785,720.0781607,160.8534981,632.6593759,52.46049291,15-11-2021,Bank A,0,56,55-64,,,
293.2660857,921.1584939,171.7311629,65.26999245,443.6781997,29-12-2022,Bank A,0,44,35-44,,,
850.6182085,76.67238197,355.5353652,899.7748346,118.1555499,22-06-2019,Bank B,0,70,65+,,,
310.6685059,778.4206115,543.2109871,832.3331406,111.595393,16-08-2022,Bank B,0,30,25-34,,,
920.5541714,934.9117945,155.3130201,33.87546441,989.841382,27-07-2023,Bank E,0,64,55-64,,,
482.2515923,572.075404,615.9047337,789.6684628,811.987969,22-11-2019,Bank A,0,27,25-34,,,
193.9252243,236.6367406,876.8330289,819.5176048,617.6193816,04-12-2022,Bank C,0,53,45-54,,,
994.6991591,735.1839436,215.8367681,846.6440643,414.7326364,15-02-2022,Bank E,0,48,45-54,,,
36.15266054,321.4212778,763.5512341,960.2062072,276.1364163,15-04-2021,Bank A,0,33,25-34,,,
246.5163244,563.6165856,811.6838997,746.5256822,559.9589026,16-12-2023,Bank A,0,56,55-64,,,
631.3896816,242.0989573,432.574265,255.3656265,884.4179748,24-12-2020,Bank B,0,62,55-64,,,
112.5545074,679.7405579,260.2831972,475.5774097,299.4127802,13-08-2019,Bank E,0,53,45-54,,,
323.2453171,260.3930136,752.7929212,365.7158572,726.3570177,15-06-2020,Bank A,0,43,35-44,,,
456.0699301,547.2460421,543.2874757,975.8520793,367.0624557,23-04-2019,Bank A,0,61,55-64,,,
207.6840954,911.7919404,174.8392893,834.4228458,150.2148955,20-05-2019,Bank E,1,37,35-44,,,
658.7243342,150.5408133,923.0858192,565.0082827,329.2738391,12-07-2020,Bank C,0,51,45-54,,,
140.322775,371.1922361,705.0200349,384.9508839,246.0941361,01-01-2019,Bank E,0,54,45-54,,,
577.4094483,417.8218528,165.806236,153.9879903,707.4619902,31-03-2019,Bank E,0,25,25-34,,,
974.6718955,233.0940709,773.1486008,87.60670245,381.5759191,15-10-2020,Bank C,0,21,18-24,,,
506.6881528,268.7469453,529.5784165,882.6144277,944.4379624,16-11-2019,Bank E,0,76,65+,,,
100.5569544,271.845934,979.1339175,270.4184104,692.7073511,23-04-2023,Bank A,0,46,45-54,,,
253.4536939,356.3655933,191.2789879,856.3001937,882.6487638,19-05-2019,Bank E,0,48,45-54,,,
296.9125079,823.5898242,358.24165,99.0194229,758.0763973,15-03-2023,Bank C,0,19,18-24,,,
596.4462489,274.3824437,252.9997405,975.6233705,862.5010409,24-04-2021,Bank D,0,42,35-44,,,
809.7983294,128.0177086,755.1872742,214.5402212,977.3889432,16-09-2019,Bank E,0,55,55-64,,,
52.08918796,352.1384836,428.6478408,824.2029116,766.222818,24-08-2023,Bank B,0,20,18-24,,,
374.9921449,565.5602935,835.5951636,18.19959215,802.1780995,20-06-2021,Bank A,0,78,65+,,,
946.8960253,32.06452148,45.58098708,344.5140056,87.76956377,20-11-2020,Bank A,1,63,55-64,,,
479.2760803,728.7106851,566.899235,196.4319091,654.8113,10-01-2019,Bank B,0,59,55-64,,,
684.8544792,932.4459557,146.7968974,692.3361649,911.4272189,18-09-2019,Bank B,0,60,55-64,,,
501.5641533,361.7996799,170.7494942,866.7868865,394.2463748,01-08-2023,Bank E,0,22,18-24,,,
924.8824433,847.7582981,376.6398518,573.9143089,27.17403629,21-06-2019,Bank B,0,39,35-44,,,
263.2214029,710.2728486,677.9109458,353.3694595,808.6080319,16-06-2021,Bank D,0,33,25-34,,,
235.8360519,461.2705332,472.5306353,340.8167689,954.6661011,13-01-2019,Bank C,0,26,25-34,,,
696.6840335,539.1993353,510.5150934,159.2960925,372.1868971,06-04-2022,Bank B,0,70,65+,,,
672.7733147,924.5702197,816.4640594,300.389804,433.9566257,24-07-2023,Bank B,0,65,65+,,,
82.91752071,102.172323,470.230387,530.2194068,264.0270957,08-06-2023,Bank D,0,26,25-34,,,
642.7826892,703.3806856,299.1161316,758.4247257,205.604919,17-11-2019,Bank A,0,66,65+,,,
544.2513773,804.2810936,537.0090857,907.9627185,58.50123287,04-09-2022,Bank A,0,29,25-34,,,
588.3138455,561.7554525,660.3533285,833.4068387,725.8530843,25-06-2023,Bank E,0,64,55-64,,,
790.2827354,288.8167257,387.4973786,626.776974,553.4614719,25-11-2019,Bank D,0,59,55-64,,,
961.103875,186.8344999,351.2783725,572.7552333,867.9637699,23-02-2021,Bank C,0,21,18-24,,,
929.3485247,336.0363308,67.10846153,421.6196979,394.3441432,15-02-2021,Bank C,0,66,65+,,,
986.4870679,431.0612443,305.7229993,365.3773745,396.9262806,29-06-2021,Bank D,1,35,35-44,,,
821.5403822,81.01489283,316.5070489,966.3184919,153.1025048,23-04-2023,Bank C,0,35,35-44,,,
742.6013215,356.3935012,581.7855262,99.54803851,306.4116674,13-12-2022,Bank A,0,59,55-64,,,
500.8649417,231.7006582,541.8699431,219.7593141,650.1005527,18-06-2023,Bank C,1,60,55-64,,,
904.3543403,85.48863735,216.6160358,844.4230273,631.5534854,23-01-2022,Bank C,0,70,65+,,,
78.70891714,486.3501151,209.758515,199.0963941,940.6453434,24-05-2023,Bank D,0,50,45-54,,,
761.5415481,696.2305935,238.9288171,118.573433,870.8326213,14-11-2019,Bank D,0,59,55-64,,,
5.879569342,388.0964237,277.612503,570.3762003,250.5084359,24-08-2019,Bank C,0,79,65+,,,
311.2053593,850.039855,603.1888234,145.6825273,726.4715435,30-11-2019,Bank B,0,20,18-24,,,
207.4592015,433.0049301,646.6072368,271.9295375,384.1068147,11-01-2020,Bank D,1,76,65+,,,
734.1495973,937.9109534,529.245057,9.970971557,338.4637512,22-01-2023,Bank E,0,55,55-64,,,
398.6343348,339.17362,436.2688611,632.6662538,121.128027,06-03-2022,Bank E,0,34,25-34,,,
272.6305089,507.648086,315.5733082,991.0853381,431.431467,10-08-2020,Bank A,0,29,25-34,,,
869.7991536,896.5098356,836.0069997,46.89824095,947.7467316,20-04-2023,Bank C,0,28,25-34,,,
128.7425621,34.40362771,414.3696079,194.6340328,184.1965297,27-05-2020,Bank B,0,34,25-34,,,
287.8196134,248.4056052,684.7954022,186.7773066,543.1183052,12-08-2022,Bank A,0,52,45-54,,,
986.4265461,432.382421,641.8731088,969.3716777,137.638998,05-09-2022,Bank C,0,58,55-64,,,
418.6070093,850.1924002,932.3056827,601.236058,143.4206025,06-07-2021,Bank D,0,67,65+,,,
901.4715839,174.4465662,352.8778483,375.5079778,447.2915399,15-05-2023,Bank E,0,77,65+,,,
790.1658159,802.1443781,719.6550733,22.12867442,564.8451022,04-10-2022,Bank B,1,23,18-24,,,
747.4929559,444.6252401,944.9360454,823.8105219,638.1550655,08-12-2023,Bank E,0,52,45-54,,,
62.42518368,652.3462476,911.5796013,379.4453869,838.1325256,22-05-2021,Bank D,0,23,18-24,,,
313.1611429,570.1032915,648.4244184,677.9950376,882.5493145,06-06-2022,Bank C,0,49,45-54,,,
234.622267,262.3695853,704.0409933,177.1938125,464.270405,27-09-2019,Bank D,0,28,25-34,,,
20.03438408,140.979337,678.846385,747.4616035,115.3190332,08-03-2021,Bank D,0,60,55-64,,,
227.7095504,98.90444654,433.4128439,126.1160707,437.2960172,07-08-2022,Bank E,0,56,55-64,,,
732.0982558,683.3886331,280.4604869,673.7625492,927.7121309,25-12-2020,Bank B,0,30,25-34,,,
347.5243871,329.1191537,571.4386515,245.501811,651.578928,03-04-2022,Bank D,1,30,25-34,,,
832.2617707,459.3185051,679.5073249,651.8854239,38.66556185,05-01-2019,Bank E,0,56,55-64,,,
183.4162952,893.5300018,938.8921474,780.4396399,921.2481483,30-04-2021,Bank B,0,63,55-64,,,
306.1486509,247.7109718,384.3001876,55.34199855,809.871619,03-11-2022,Bank C,0,51,45-54,,,
984.1754851,824.0292924,554.9753349,295.2819705,197.6978885,19-03-2019,Bank C,0,20,18-24,,,
364.0628718,666.9695295,447.0615555,934.0598201,854.220343,04-12-2022,Bank A,0,49,45-54,,,
102.400616,131.5252239,676.2391853,230.76839,791.029877,27-07-2020,Bank E,0,21,18-24,,,
591.3581423,229.8305277,478.6867975,406.0762924,873.1593592,12-05-2019,Bank B,0,57,55-64,,,
32.16247498,895.8438905,652.0826829,737.5381875,2.607463393,23-08-2020,Bank D,0,70,65+,,,
628.239434,588.4861637,537.2055564,785.8668567,555.8710964,08-11-2023,Bank C,0,18,18-24,,,
857.0971896,232.6314864,805.982589,179.3127728,813.117792,01-12-2021,Bank B,0,26,25-34,,,
940.4635188,335.6941423,529.886314,658.3290229,79.47166585,30-03-2019,Bank E,0,66,65+,,,
494.0807182,360.5849766,872.4556313,876.6795187,700.7795395,06-02-2020,Bank A,0,67,65+,,,
655.7244746,733.6884593,365.986901,404.5192468,553.7047229,23-10-2019,Bank C,0,24,18-24,,,
938.0281274,723.9998741,550.9892445,770.4130149,370.8903122,11-08-2022,Bank B,0,44,35-44,,,
730.4667011,410.6762483,279.661407,609.7240475,686.8775597,07-09-2020,Bank B,0,20,18-24,,,
459.2935612,565.5007314,694.0660749,767.7100516,895.5714791,30-03-2023,Bank B,0,39,35-44,,,
354.5442063,951.4772529,637.2798101,787.7018827,699.7690435,10-03-2021,Bank E,0,33,25-34,,,
205.5717253,71.43838301,726.286464,511.0526678,702.2133684,11-09-2023,Bank E,0,25,25-34,,,
476.8428039,312.2345204,285.0179093,730.5321309,276.7800815,19-07-2023,Bank E,0,22,18-24,,,
714.6768709,383.9601263,770.8984043,142.8099258,204.9799432,26-02-2020,Bank D,0,66,65+,,,
685.9116057,560.2311202,203.8783426,902.8270117,275.9441474,12-11-2021,Bank B,0,75,65+,,,
421.0713982,202.2879419,388.0276183,491.6467501,295.2470545,28-07-2020,Bank C,0,47,45-54,,,
769.0936732,393.9329786,729.51,207.0721754,377.0354968,23-05-2019,Bank E,0,45,45-54,,,
8.058288896,758.6375839,625.8866443,817.8233249,455.6107881,19-09-2021,Bank E,0,68,65+,,,
799.7406437,647.5825443,3.612932534,253.6942951,493.8913522,26-10-2020,Bank B,0,44,35-44,,,
618.6873497,65.59086466,705.0799282,543.5360976,525.7793068,25-05-2019,Bank E,0,67,65+,,,
292.0455581,594.8230995,27.49288963,64.7003305,733.8700872,02-06-2022,Bank D,0,39,35-44,,,
321.8913425,346.9670756,208.3852033,445.6206921,51.99343141,03-10-2021,Bank D,0,47,45-54,,,
300.3632236,527.1239218,465.6319216,999.6696431,388.7646521,17-05-2020,Bank E,0,54,45-54,,,
386.9990593,503.5817774,190.3031103,876.304423,572.2677889,31-03-2021,Bank B,0,24,18-24,,,
192.1076392,793.4415914,34.33217114,982.5642006,865.1493348,28-06-2023,Bank B,0,67,65+,,,
579.6394555,111.2956628,215.2727733,279.4351703,241.0317379,14-04-2019,Bank B,0,47,45-54,,,
497.5200105,944.5603703,444.1725848,661.5645682,688.583206,28-11-2021,Bank A,0,30,25-34,,,
871.5807253,33.82128757,404.3300593,784.7351141,814.867015,17-07-2019,Bank E,0,39,35-44,,,
927.3326152,702.7943598,245.1539461,505.6657431,32.34528792,28-07-2023,Bank B,0,28,25-34,,,
646.9283411,554.2952115,666.8362808,930.1405534,687.2766117,01-08-2020,Bank D,0,22,18-24,,,
320.4499304,198.7366639,854.6362068,194.3321433,161.6095806,26-01-2020,Bank C,0,39,35-44,,,
206.6120807,508.8408481,124.1874432,938.1183306,966.2537072,17-04-2022,Bank C,0,32,25-34,,,
973.8018533,39.12480482,946.1975265,997.4149326,942.4291093,07-07-2020,Bank B,0,70,65+,,,
670.9389058,701.2301524,122.2529399,874.2970771,59.63958463,11-01-2023,Bank C,0,56,55-64,,,
317.7305466,991.1516451,422.3278791,131.156224,969.294662,04-03-2023,Bank C,0,54,45-54,,,
984.139647,187.0426852,864.8038087,390.4233262,381.3684645,04-11-2021,Bank A,0,48,45-54,,,
262.6976319,44.71027455,268.0089837,53.77690533,924.3720464,05-07-2023,Bank D,0,79,65+,,,
661.7206724,886.62265,717.2906815,131.2868711,940.5815367,20-08-2023,Bank D,0,46,45-54,,,
899.8930536,348.0760779,111.5333404,704.1547508,728.3613027,05-08-2022,Bank A,1,56,55-64,,,
896.8290448,52.65575945,141.703838,598.2487929,619.1315509,22-04-2020,Bank A,0,34,25-34,,,
33.60966232,396.9320511,584.1617313,737.9113332,316.1506918,08-06-2022,Bank C,0,58,55-64,,,
483.903493,814.0548723,953.8950639,230.3146754,253.0422058,11-07-2021,Bank E,0,23,18-24,,,
939.8181874,395.9111508,718.3483245,612.2652287,285.5876798,24-02-2020,Bank C,1,58,55-64,,,
653.562222,655.565901,592.4431854,99.66082485,995.1718224,06-06-2019,Bank A,0,34,25-34,,,
400.4164612,638.2509854,885.7616941,423.2884884,773.9250568,03-07-2020,Bank D,0,51,45-54,,,
971.8244247,358.9347603,405.2695702,905.576059,159.6428678,04-01-2023,Bank C,0,40,35-44,,,
28.59483836,908.8890048,821.5915741,972.5830326,58.23778271,25-01-2022,Bank E,0,69,65+,,,
156.1773304,105.3125591,683.4161323,606.0100737,359.3351994,17-10-2021,Bank C,0,47,45-54,,,
57.4234794,639.661984,570.1204851,112.9032111,908.9097045,23-09-2021,Bank B,0,30,25-34,,,
198.9497097,743.5091521,885.0758625,579.4749907,246.8489053,05-12-2022,Bank C,0,75,65+,,,
309.2485176,885.7475337,298.2571564,746.1904833,990.1652123,08-08-2021,Bank A,0,47,45-54,,,
999.8167194,533.4797483,826.5557968,990.2498679,374.6728898,16-10-2019,Bank D,0,66,65+,,,
252.4095851,114.2333558,140.8996381,853.5563636,588.7230903,01-07-2022,Bank D,0,70,65+,,,
873.7091754,789.455089,673.74463,609.3121919,48.33890418,15-07-2019,Bank A,0,37,35-44,,,
872.275196,417.8420617,559.7868571,21.95350188,936.0735019,20-08-2020,Bank B,0,23,18-24,,,
902.7404611,543.2780299,577.3116332,705.0172124,264.6948964,26-03-2023,Bank A,0,78,65+,,,
221.9156227,674.0229466,104.4224462,454.0620047,492.760424,31-05-2020,Bank C,0,72,65+,,,
381.3369769,185.2681757,355.3162643,337.5572536,499.2656746,17-07-2023,Bank A,0,48,45-54,,,
674.6808416,968.2351235,144.1632602,873.0171099,284.1780004,14-05-2021,Bank A,0,76,65+,,,
591.37277,546.736948,556.9484186,723.3586117,381.6883057,15-02-2022,Bank B,0,36,35-44,,,
319.0999632,852.8345732,220.0950403,180.2460373,15.60743666,16-03-2021,Bank C,0,23,18-24,,,
210.577782,518.5314333,538.508873,254.4204912,72.27417004,28-03-2022,Bank E,0,51,45-54,,,
744.6407963,757.9753486,997.8363963,900.0295705,926.0620645,25-03-2021,Bank E,0,45,45-54,,,
798.2038257,615.5028534,128.5459576,622.3132975,55.95586041,16-08-2019,Bank D,0,75,65+,,,
885.2991113,481.8213354,697.472832,52.2436637,534.2484229,04-08-2019,Bank A,0,30,25-34,,,
301.2633979,284.9682657,389.6559147,0.639460861,466.6608817,05-08-2021,Bank D,0,69,65+,,,
486.5666836,863.1309158,448.5256079,363.5562939,994.7470514,16-09-2023,Bank B,0,79,65+,,,
571.2133246,472.6132086,495.9358345,809.1812975,340.676369,15-01-2019,Bank E,0,27,25-34,,,
389.1604627,755.8733593,72.98373961,865.1691581,430.2026965,26-03-2022,Bank A,0,78,65+,,,
581.2929755,757.4761593,266.0519224,890.3142083,979.2249723,30-07-2023,Bank B,0,58,55-64,,,
494.2743614,936.937365,1.128622527,894.2378296,311.0453198,08-07-2022,Bank B,0,62,55-64,,,
311.4954247,228.0888648,317.0139012,213.4845837,905.8691063,26-03-2022,Bank A,0,24,18-24,,,
899.0237272,102.2113149,142.8584289,862.018639,398.9377709,16-02-2019,Bank B,0,35,35-44,,,
169.2716773,510.6694024,416.6680499,219.1615537,720.7522183,20-11-2019,Bank A,0,39,35-44,,,
631.2893123,99.66161356,925.3867143,558.4699657,250.2044871,23-04-2021,Bank A,0,31,25-34,,,
206.2918151,135.9479814,424.6374064,135.5410131,415.8164126,05-09-2023,Bank C,0,53,45-54,,,
148.7704282,656.8075215,785.2420217,549.5227475,680.0568749,10-05-2019,Bank D,1,25,25-34,,,
938.3787371,638.3715296,364.1581982,449.4801587,860.5252261,05-12-2022,Bank B,0,29,25-34,,,
130.720319,325.7370225,577.280069,676.3895694,763.4990754,05-04-2019,Bank B,0,57,55-64,,,
318.206796,145.859134,954.8392097,76.39221713,95.80535579,18-09-2020,Bank C,1,65,65+,,,
494.9425419,819.2710281,774.5041064,937.6992662,141.6025756,24-01-2021,Bank C,0,50,45-54,,,
375.7272571,282.1421287,860.8701236,488.3546203,26.84793442,08-08-2022,Bank C,0,41,35-44,,,
707.9644068,388.6980978,531.1467634,893.787427,256.7377746,04-03-2021,Bank E,0,59,55-64,,,
240.2646756,263.1925042,338.1079913,107.3539746,697.2196608,30-07-2022,Bank E,0,56,55-64,,,
207.3987178,926.1457473,215.6863139,255.6420293,297.0202288,10-03-2019,Bank E,0,79,65+,,,
768.538097,427.6064874,819.334624,784.8537124,929.4904228,11-08-2023,Bank A,0,31,25-34,,,
756.6041551,51.91116967,837.2812737,938.0725967,993.6891925,11-01-2019,Bank B,0,66,65+,,,
125.2675941,613.2732693,199.4586659,262.5096409,745.5843382,01-07-2022,Bank D,1,68,65+,,,
977.6677177,594.8555015,850.5844698,8.883803829,36.63163985,21-05-2021,Bank A,0,79,65+,,,
596.7243373,388.9831016,889.757815,301.9819131,432.0510275,03-07-2020,Bank B,0,22,18-24,,,
527.9091978,273.0388329,908.4948675,464.5335847,424.1556091,03-03-2022,Bank B,0,36,35-44,,,
849.7530489,311.9784016,817.4653445,122.2728527,182.7885334,12-12-2020,Bank C,1,20,18-24,,,
950.8416662,842.4474908,387.8989015,638.4564487,942.9701894,23-01-2019,Bank C,0,18,18-24,,,
211.8589029,59.01047022,537.4680645,142.5968787,187.3190927,25-03-2021,Bank A,0,57,55-64,,,
891.5391897,7.403458645,816.8200265,516.9507763,559.2943876,12-12-2019,Bank C,0,58,55-64,,,
671.7679605,431.4449923,115.6118882,102.8202238,754.3621992,29-10-2019,Bank B,0,54,45-54,,,
221.0351433,28.10168362,979.6138891,980.3915194,378.1413373,29-12-2019,Bank C,0,50,45-54,,,
25.52384456,727.2646586,831.0120605,125.0136901,135.4586149,31-01-2020,Bank E,0,66,65+,,,
822.2239997,921.9073887,790.7548367,200.7449492,411.5212194,06-08-2019,Bank C,0,74,65+,,,
600.8424259,160.2934738,210.6024926,282.8860721,509.5132703,21-05-2019,Bank B,0,63,55-64,,,
510.8048872,814.2945193,753.0102007,913.7356751,832.9017228,28-06-2023,Bank A,0,34,25-34,,,
253.8775483,331.2967693,500.4232436,14.27113456,903.9020063,15-08-2021,Bank D,0,26,25-34,,,
44.34421256,322.4412708,569.1747912,517.8413886,654.4598928,18-05-2022,Bank C,0,48,45-54,,,
527.5201753,229.0014257,201.0781878,907.2470691,263.9667367,11-09-2021,Bank B,0,52,45-54,,,
280.9772339,412.9528961,139.4383271,507.2728444,665.0317617,19-09-2021,Bank D,0,20,18-24,,,
786.0004921,711.4542419,147.6359641,456.067145,38.58620081,05-07-2023,Bank D,0,30,25-34,,,
17.79799672,440.1304183,252.9604945,683.3607949,724.2407868,28-06-2023,Bank E,0,69,65+,,,
895.4037246,760.6825135,48.24412314,371.6230104,273.0233518,07-04-2021,Bank D,0,54,45-54,,,
386.1324498,160.075659,97.70410369,520.9845425,720.3813109,13-11-2020,Bank B,0,55,55-64,,,
701.9109019,450.9443222,522.2789863,516.3287225,691.5703778,23-01-2023,Bank B,0,31,25-34,,,
47.92517596,709.8961089,582.2009008,198.1087147,49.05885375,30-09-2021,Bank C,0,23,18-24,,,
108.5277906,524.6913414,758.4085301,334.6572871,379.1239107,22-12-2019,Bank C,0,75,65+,,,
934.146415,213.013084,103.7494246,343.4101138,745.9221195,04-10-2021,Bank C,0,46,45-54,,,
626.0772911,415.7954394,964.7525328,734.9964383,61.86142438,09-09-2022,Bank D,0,78,65+,,,
744.6314439,24.03855591,650.3233231,210.4828363,696.442209,02-03-2022,Bank D,0,74,65+,,,
309.7795666,873.006308,336.9138366,619.6958554,285.9275597,06-06-2021,Bank E,0,66,65+,,,
917.2215451,780.995981,243.3028763,948.7967126,357.1575896,07-05-2019,Bank C,0,26,25-34,,,
651.8649477,742.8532311,22.90216146,958.9673462,344.4413061,03-02-2022,Bank A,0,53,45-54,,,
189.7788934,850.7077917,702.8992828,86.74327262,117.0445814,05-10-2021,Bank E,0,40,35-44,,,
715.1918707,74.78325596,917.1754351,741.5401369,335.492206,26-08-2020,Bank A,0,32,25-34,,,
362.9387792,506.4960962,360.9694136,783.4685514,974.7369441,28-12-2023,Bank D,0,71,65+,,,
584.5215154,446.0373277,222.7741403,653.4334192,685.5768618,02-11-2022,Bank E,0,74,65+,,,
685.190607,26.98503587,899.1221007,338.1065634,744.1657625,10-10-2021,Bank E,0,67,65+,,,
759.8069071,650.5549788,394.8665231,608.3842168,40.19869126,20-02-2019,Bank B,0,64,55-64,,,
761.8957922,99.58864833,396.7509258,103.6187877,837.0744458,18-11-2021,Bank D,0,76,65+,,,
550.3023934,690.9551202,682.5821698,841.6062317,132.5694033,25-01-2023,Bank D,0,67,65+,,,
659.7281404,575.1340544,30.89712257,201.4229088,267.5715414,12-08-2022,Bank E,0,24,18-24,,,
72.55637543,354.7198059,27.20250872,553.1834923,211.5009606,13-08-2022,Bank D,0,64,55-64,,,
287.0031055,910.4716262,502.8168491,269.0139312,598.4617582,16-10-2023,Bank E,0,77,65+,,,
201.6714349,74.39568576,20.9063544,951.5290454,724.6108241,17-02-2021,Bank B,0,42,35-44,,,
799.9481483,980.9177282,931.6287034,736.9131986,693.9870698,01-12-2022,Bank E,0,54,45-54,,,
336.8499969,104.0172518,573.7225484,576.2532951,952.2372854,28-11-2023,Bank D,1,40,35-44,,,
442.5708067,690.8076243,574.9706274,176.7602291,592.0643078,24-03-2021,Bank D,0,28,25-34,,,
540.1167094,493.9059939,513.4229336,163.987972,463.4777312,25-06-2023,Bank E,0,73,65+,,,
605.6532718,489.4491987,488.6861951,77.51770979,190.774152,29-11-2022,Bank E,0,63,55-64,,,
320.9726928,419.3469939,593.9374439,863.3451045,159.1647381,01-10-2022,Bank E,0,25,25-34,,,
15.08803021,449.2371308,432.1028974,551.9012185,833.2217714,04-07-2023,Bank C,0,53,45-54,,,
802.360551,100.0432844,933.9953667,110.4143947,634.5705085,24-02-2020,Bank D,0,59,55-64,,,
672.4062936,679.8774872,265.3511717,330.3450918,548.6768751,20-04-2022,Bank D,0,56,55-64,,,
199.5874958,20.31046783,562.1444545,465.278572,656.7312062,09-09-2021,Bank C,0,18,18-24,,,
146.7005758,840.9248946,146.2214885,891.3436049,449.5211726,04-04-2021,Bank E,0,69,65+,,,
549.8052594,896.581336,299.9130485,181.8269962,445.7516208,21-10-2021,Bank B,0,61,55-64,,,
244.3672285,527.8439115,275.2578644,864.4895356,607.3245923,20-07-2020,Bank E,0,30,25-34,,,
0.240669743,805.4737347,330.2123367,320.2079842,383.0628121,06-01-2020,Bank E,0,33,25-34,,,
630.2625281,442.0607104,628.6355466,146.7807216,970.1644645,24-07-2021,Bank C,0,63,55-64,,,
729.6062871,250.2071072,724.1699081,575.0254563,109.1889964,22-10-2020,Bank D,0,30,25-34,,,
178.1964268,41.30814192,809.2380717,551.7047526,316.7486487,25-12-2022,Bank E,0,54,45-54,,,
126.344902,484.045876,525.2613467,701.948501,969.9372104,26-08-2021,Bank D,0,31,25-34,,,
434.9455304,406.0342066,369.9300046,826.923909,156.3172214,25-08-2022,Bank A,0,75,65+,,,
343.8129036,724.9708049,15.69493534,289.3807236,641.4471628,06-03-2022,Bank D,0,30,25-34,,,
185.952098,302.7105691,486.0450745,422.023566,106.02719,21-07-2019,Bank B,0,63,55-64,,,
938.2353223,44.29272058,749.7427564,71.42277109,467.295803,30-12-2022,Bank B,0,29,25-34,,,
175.4112917,141.0977964,125.8979765,452.7866367,515.4849094,09-11-2019,Bank E,0,72,65+,,,
133.3844935,979.3957303,257.7658869,458.8413396,216.2695576,27-04-2019,Bank D,0,45,45-54,,,
493.9226454,756.0165825,521.1020143,285.6488707,248.3966087,17-08-2023,Bank E,0,39,35-44,,,
758.9344062,118.2381757,369.9664944,151.4827167,257.9758293,25-07-2021,Bank C,0,37,35-44,,,
152.6832325,886.7725085,731.904199,560.927246,224.4252225,28-07-2020,Bank B,0,64,55-64,,,
510.2268272,520.8332064,590.4037257,60.08515722,972.9019712,01-09-2019,Bank E,0,36,35-44,,,
465.4389706,926.5317741,9.808114714,247.5583956,103.9955703,20-06-2020,Bank C,1,28,25-34,,,
769.6161774,320.1250496,840.4925084,832.3853657,667.7947928,14-06-2023,Bank E,0,47,45-54,,,
665.7818035,700.1596921,673.7638346,386.9083577,682.8276446,16-03-2019,Bank D,0,71,65+,,,
897.4069692,332.5734919,944.8890262,13.5815879,349.0825383,21-01-2020,Bank D,0,43,35-44,,,
132.0984017,126.619829,815.429494,918.3683148,777.7582542,18-05-2022,Bank D,0,32,25-34,,,
976.615719,216.3289702,140.7999122,520.703782,829.0376147,19-04-2020,Bank D,0,47,45-54,,,
39.83909084,995.565661,602.2459292,978.9418122,365.0816332,22-02-2020,Bank A,0,46,45-54,,,
458.0238205,752.3614424,792.7004506,233.0330534,929.8010863,13-12-2019,Bank C,0,77,65+,,,
867.4231218,18.2053031,128.5681059,496.0971064,460.9555141,02-04-2023,Bank C,0,49,45-54,,,
708.390855,89.71137605,644.8553067,616.3699311,233.6195985,01-10-2020,Bank D,0,70,65+,,,
542.3939643,222.207207,146.9230271,573.1349347,977.4742783,27-07-2021,Bank A,0,47,45-54,,,
236.9333492,355.3361494,256.573226,266.4598216,404.1921342,12-08-2021,Bank D,0,61,55-64,,,
701.8555107,38.80452403,957.1241957,46.27987949,881.2531819,25-05-2021,Bank A,0,68,65+,,,
894.3780988,524.4891876,136.9968286,565.1459706,628.6321599,01-02-2021,Bank D,0,33,25-34,,,
857.7589578,550.8953758,410.7093959,838.2911939,980.9517974,17-04-2022,Bank B,0,53,45-54,,,
645.1032052,874.3870373,598.7351128,689.7879914,688.1671175,20-04-2022,Bank B,0,35,35-44,,,
704.7869868,321.0134439,575.6613963,594.135584,315.0716267,25-10-2020,Bank E,0,58,55-64,,,
349.8523677,762.246765,582.7238406,149.211148,837.6369887,25-01-2019,Bank D,0,65,65+,,,
